Schema,Table
taqm_2010,ctm_20100505
taqm_2010,ctm_20100506
taqm_2010,ctm_20100507
taqm_2010,ctm_20100510
taqm_2010,ctm_20100511
taqm_2010,ctm_20100512
taqm_2010,ctm_20100513
taqm_2010,ctm_20100514
taqm_2010,ctm_20100517
taqm_2010,ctm_20100518
taqm_2010,ctm_20100519
taqm_2010,ctm_20100520
taqm_2010,ctm_20100521
taqm_2010,ctm_20100524
taqm_2010,ctm_20100525
taqm_2010,ctm_20100526
taqm_2010,ctm_20100527
taqm_2010,ctm_20100528
taqm_2010,ctm_20100601
taqm_2010,ctm_20100602
taqm_2010,ctm_20100603
taqm_2010,ctm_20100604
taqm_2010,ctm_20100607
taqm_2010,ctm_20100608
taqm_2010,ctm_20100609
taqm_2010,ctm_20100610
taqm_2010,ctm_20100611
taqm_2010,ctm_20100614
taqm_2010,ctm_20100615
taqm_2010,ctm_20100616
taqm_2010,ctm_20100617
taqm_2010,ctm_20100618
taqm_2010,ctm_20100621
taqm_2010,ctm_20100622
taqm_2010,ctm_20100623
taqm_2010,ctm_20100624
taqm_2010,ctm_20100625
taqm_2010,ctm_20100628
taqm_2010,ctm_20100629
taqm_2010,ctm_20100630
taqm_2010,ctm_20100701
taqm_2010,ctm_20100702
taqm_2010,ctm_20100706
taqm_2010,ctm_20100707
taqm_2010,ctm_20100708
taqm_2010,ctm_20100709
taqm_2010,ctm_20100712
taqm_2010,ctm_20100713
taqm_2010,ctm_20100714
taqm_2010,ctm_20100715
taqm_2010,ctm_20100716
taqm_2010,ctm_20100719
taqm_2010,ctm_20100720
taqm_2010,ctm_20100721
taqm_2010,ctm_20100722
taqm_2010,ctm_20100723
taqm_2010,ctm_20100726
taqm_2010,ctm_20100727
taqm_2010,ctm_20100728
taqm_2010,ctm_20100729
taqm_2010,ctm_20100730
taqm_2010,ctm_20100802
taqm_2010,ctm_20100803
taqm_2010,ctm_20100804
taqm_2010,ctm_20100805
taqm_2010,ctm_20100806
taqm_2010,ctm_20100809
taqm_2010,ctm_20100810
taqm_2010,ctm_20100811
taqm_2010,ctm_20100812
taqm_2010,ctm_20100813
taqm_2010,ctm_20100816
taqm_2010,ctm_20100817
taqm_2010,ctm_20100818
taqm_2010,ctm_20100819
taqm_2010,ctm_20100820
taqm_2010,ctm_20100823
taqm_2010,ctm_20100824
taqm_2010,ctm_20100825
taqm_2010,ctm_20100826
taqm_2010,ctm_20100827
taqm_2010,ctm_20100830
taqm_2010,ctm_20100831
taqm_2010,ctm_20100901
taqm_2010,ctm_20100902
taqm_2010,ctm_20100903
taqm_2010,ctm_20100907
taqm_2010,ctm_20100908
taqm_2010,ctm_20100909
taqm_2010,ctm_20100910
taqm_2010,ctm_20100913
taqm_2010,ctm_20100914
taqm_2010,ctm_20100915
taqm_2010,ctm_20100916
taqm_2010,ctm_20100917
taqm_2010,ctm_20100920
taqm_2010,ctm_20100921
taqm_2010,ctm_20100922
taqm_2010,ctm_20100923
taqm_2010,ctm_20100924
taqm_2010,ctm_20100927
taqm_2010,ctm_20100928
taqm_2010,ctm_20100929
taqm_2010,ctm_20100930
taqm_2010,ctm_20101001
taqm_2010,ctm_20101004
taqm_2010,ctm_20101005
taqm_2010,ctm_20101006
taqm_2010,ctm_20101007
taqm_2010,ctm_20101008
taqm_2010,ctm_20101011
taqm_2010,ctm_20101012
taqm_2010,ctm_20101013
taqm_2010,ctm_20101014
taqm_2010,ctm_20101015
taqm_2010,ctm_20101018
taqm_2010,ctm_20101019
taqm_2010,ctm_20101020
taqm_2010,ctm_20101021
taqm_2010,ctm_20101022
taqm_2010,ctm_20101025
taqm_2010,ctm_20101026
taqm_2010,ctm_20101027
taqm_2010,ctm_20101028
taqm_2010,ctm_20101029
taqm_2010,ctm_20101101
taqm_2010,ctm_20101102
taqm_2010,ctm_20101103
taqm_2010,ctm_20101104
taqm_2010,ctm_20101105
taqm_2010,ctm_20101108
taqm_2010,ctm_20101109
taqm_2010,ctm_20101110
taqm_2010,ctm_20101111
taqm_2010,ctm_20101112
taqm_2010,ctm_20101115
taqm_2010,ctm_20101116
taqm_2010,ctm_20101117
taqm_2010,ctm_20101118
taqm_2010,ctm_20101119
taqm_2010,ctm_20101122
taqm_2010,ctm_20101123
taqm_2010,ctm_20101124
taqm_2010,ctm_20101126
taqm_2010,ctm_20101129
taqm_2010,ctm_20101130
taqm_2010,ctm_20101201
taqm_2010,ctm_20101202
taqm_2010,ctm_20101203
taqm_2010,ctm_20101206
taqm_2010,ctm_20101207
taqm_2010,ctm_20101208
taqm_2010,ctm_20101209
taqm_2010,ctm_20101210
taqm_2010,ctm_20101213
taqm_2010,ctm_20101214
taqm_2010,ctm_20101215
taqm_2010,ctm_20101216
taqm_2010,ctm_20101217
taqm_2010,ctm_20101220
taqm_2010,ctm_20101221
taqm_2010,ctm_20101222
taqm_2010,ctm_20101223
taqm_2010,ctm_20101227
taqm_2010,ctm_20101228
taqm_2010,ctm_20101229
taqm_2010,ctm_20101230
taqm_2010,ctm_20101231
taqm_2010,ix_cqm_20100104
taqm_2010,ix_cqm_20100105
taqm_2010,ix_cqm_20100106
taqm_2010,ix_cqm_20100107
taqm_2010,ix_cqm_20100108
taqm_2010,ix_cqm_20100111
taqm_2010,ix_cqm_20100112
taqm_2010,ix_cqm_20100113
taqm_2010,ix_cqm_20100114
taqm_2010,ix_cqm_20100115
taqm_2010,ix_cqm_20100119
taqm_2010,ix_cqm_20100120
taqm_2010,ix_cqm_20100121
taqm_2010,ix_cqm_20100122
taqm_2010,ix_cqm_20100125
taqm_2010,ix_cqm_20100126
taqm_2010,ix_cqm_20100127
taqm_2010,ix_cqm_20100128
taqm_2010,ix_cqm_20100129
taqm_2010,ix_cqm_20100201
taqm_2010,ix_cqm_20100202
taqm_2010,ix_cqm_20100203
taqm_2010,ix_cqm_20100204
taqm_2010,ix_cqm_20100205
taqm_2010,ix_cqm_20100208
taqm_2010,ix_cqm_20100209
taqm_2010,ix_cqm_20100210
taqm_2010,ix_cqm_20100211
taqm_2010,ix_cqm_20100212
taqm_2010,ix_cqm_20100216
taqm_2010,ix_cqm_20100217
taqm_2010,ix_cqm_20100218
taqm_2010,ix_cqm_20100219
taqm_2010,ix_cqm_20100222
taqm_2010,ix_cqm_20100223
taqm_2010,ix_cqm_20100224
taqm_2010,ix_cqm_20100225
taqm_2010,ix_cqm_20100226
taqm_2010,ix_cqm_20100301
taqm_2010,ix_cqm_20100302
taqm_2010,ix_cqm_20100303
taqm_2010,ix_cqm_20100304
taqm_2010,ix_cqm_20100305
taqm_2010,ix_cqm_20100308
taqm_2010,ix_cqm_20100309
taqm_2010,ix_cqm_20100310
taqm_2010,ix_cqm_20100311
taqm_2010,ix_cqm_20100312
taqm_2010,ix_cqm_20100315
taqm_2010,ix_cqm_20100316
taqm_2010,ix_cqm_20100317
taqm_2010,ix_cqm_20100318
taqm_2010,ix_cqm_20100319
taqm_2010,ix_cqm_20100322
taqm_2010,ix_cqm_20100323
taqm_2010,ix_cqm_20100324
taqm_2010,ix_cqm_20100325
taqm_2010,ix_cqm_20100326
taqm_2010,ix_cqm_20100329
taqm_2010,ix_cqm_20100330
taqm_2010,ix_cqm_20100331
taqm_2010,ix_cqm_20100401
taqm_2010,ix_cqm_20100405
taqm_2010,ix_cqm_20100406
taqm_2010,ix_cqm_20100407
taqm_2010,ix_cqm_20100408
taqm_2010,ix_cqm_20100409
taqm_2010,ix_cqm_20100412
taqm_2010,ix_cqm_20100413
taqm_2010,ix_cqm_20100414
taqm_2010,ix_cqm_20100415
taqm_2010,ix_cqm_20100416
taqm_2010,ix_cqm_20100419
taqm_2010,ix_cqm_20100420
taqm_2010,ix_cqm_20100421
taqm_2010,ix_cqm_20100422
taqm_2010,ix_cqm_20100423
taqm_2010,ix_cqm_20100426
taqm_2010,ix_cqm_20100427
taqm_2010,ix_cqm_20100428
taqm_2010,ix_cqm_20100429
taqm_2010,ix_cqm_20100430
taqm_2010,ix_cqm_20100503
taqm_2010,ix_cqm_20100504
taqm_2010,ix_cqm_20100505
taqm_2010,ix_cqm_20100506
taqm_2010,ix_cqm_20100507
taqm_2010,ix_cqm_20100510
taqm_2010,ix_cqm_20100511
taqm_2010,ix_cqm_20100512
taqm_2010,ix_cqm_20100513
taqm_2010,ix_cqm_20100514
taqm_2010,ix_cqm_20100517
taqm_2010,ix_cqm_20100518
taqm_2010,ix_cqm_20100519
taqm_2010,ix_cqm_20100520
taqm_2010,ix_cqm_20100521
taqm_2010,ix_cqm_20100524
taqm_2010,ix_cqm_20100525
taqm_2010,ix_cqm_20100526
taqm_2010,ix_cqm_20100527
taqm_2010,ix_cqm_20100528
taqm_2010,ix_cqm_20100601
taqm_2010,ix_cqm_20100602
taqm_2010,ix_cqm_20100603
taqm_2010,ix_cqm_20100604
taqm_2010,ix_cqm_20100607
taqm_2010,ix_cqm_20100608
taqm_2010,ix_cqm_20100609
taqm_2010,ix_cqm_20100610
taqm_2010,ix_cqm_20100611
taqm_2010,ix_cqm_20100614
taqm_2010,ix_cqm_20100615
taqm_2010,ix_cqm_20100616
taqm_2010,ix_cqm_20100617
taqm_2010,ix_cqm_20100618
taqm_2010,ix_cqm_20100621
taqm_2010,ix_cqm_20100622
taqm_2010,ix_cqm_20100623
taqm_2010,ix_cqm_20100624
taqm_2010,ix_cqm_20100625
taqm_2010,ix_cqm_20100628
taqm_2010,ix_cqm_20100629
taqm_2010,ix_cqm_20100630
taqm_2010,ix_cqm_20100701
taqm_2010,ix_cqm_20100702
taqm_2010,ix_cqm_20100706
taqm_2010,ix_cqm_20100707
taqm_2010,ix_cqm_20100708
taqm_2010,ix_cqm_20100709
taqm_2010,ix_cqm_20100712
taqm_2010,ix_cqm_20100713
taqm_2010,ix_cqm_20100714
taqm_2010,ix_cqm_20100715
taqm_2010,ix_cqm_20100716
taqm_2010,ix_cqm_20100719
taqm_2010,ix_cqm_20100720
taqm_2010,ix_cqm_20100721
taqm_2010,ix_cqm_20100722
taqm_2010,ix_cqm_20100723
taqm_2010,ix_cqm_20100726
taqm_2010,ix_cqm_20100727
taqm_2010,ix_cqm_20100728
taqm_2010,ix_cqm_20100729
taqm_2010,ix_cqm_20100730
taqm_2010,ix_cqm_20100802
taqm_2010,ix_cqm_20100803
taqm_2010,ix_cqm_20100804
taqm_2010,ix_cqm_20100805
taqm_2010,ix_cqm_20100806
taqm_2010,ix_cqm_20100809
taqm_2010,ix_cqm_20100810
taqm_2010,ix_cqm_20100811
taqm_2010,ix_cqm_20100812
taqm_2010,ix_cqm_20100813
taqm_2010,ix_cqm_20100816
taqm_2010,ix_cqm_20100817
taqm_2010,ix_cqm_20100818
taqm_2010,ix_cqm_20100819
taqm_2010,ix_cqm_20100820
taqm_2010,ix_cqm_20100823
taqm_2010,ix_cqm_20100824
taqm_2010,ix_cqm_20100825
taqm_2010,ix_cqm_20100826
taqm_2010,ix_cqm_20100827
taqm_2010,ix_cqm_20100830
taqm_2010,ix_cqm_20100831
taqm_2010,ix_cqm_20100901
taqm_2010,ix_cqm_20100902
taqm_2010,ix_cqm_20100903
taqm_2010,ix_cqm_20100907
taqm_2010,ix_cqm_20100908
taqm_2010,ix_cqm_20100909
taqm_2010,ix_cqm_20100910
taqm_2010,ix_cqm_20100913
taqm_2010,ix_cqm_20100914
taqm_2010,ix_cqm_20100915
taqm_2010,ix_cqm_20100916
taqm_2010,ix_cqm_20100917
taqm_2010,ix_cqm_20100920
taqm_2010,ix_cqm_20100921
taqm_2010,ix_cqm_20100922
taqm_2010,ix_cqm_20100923
taqm_2010,ix_cqm_20100924
taqm_2010,ix_cqm_20100927
taqm_2010,ix_cqm_20100928
taqm_2010,ix_cqm_20100929
taqm_2010,ix_cqm_20100930
taqm_2010,ix_cqm_20101001
taqm_2010,ix_cqm_20101004
taqm_2010,ix_cqm_20101005
taqm_2010,ix_cqm_20101006
taqm_2010,ix_cqm_20101007
taqm_2010,ix_cqm_20101008
taqm_2010,ix_cqm_20101011
taqm_2010,ix_cqm_20101012
taqm_2010,ix_cqm_20101013
taqm_2010,ix_cqm_20101014
taqm_2010,ix_cqm_20101015
taqm_2010,ix_cqm_20101018
taqm_2010,ix_cqm_20101019
taqm_2010,ix_cqm_20101020
taqm_2010,ix_cqm_20101021
taqm_2010,ix_cqm_20101022
taqm_2010,ix_cqm_20101025
taqm_2010,ix_cqm_20101026
taqm_2010,ix_cqm_20101027
taqm_2010,ix_cqm_20101028
taqm_2010,ix_cqm_20101029
taqm_2010,ix_cqm_20101101
taqm_2010,ix_cqm_20101102
taqm_2010,ix_cqm_20101103
taqm_2010,ix_cqm_20101104
taqm_2010,ix_cqm_20101105
taqm_2010,ix_cqm_20101108
taqm_2010,ix_cqm_20101109
taqm_2010,ix_cqm_20101110
taqm_2010,ix_cqm_20101111
taqm_2010,ix_cqm_20101112
taqm_2010,ix_cqm_20101115
taqm_2010,ix_cqm_20101116
taqm_2010,ix_cqm_20101117
taqm_2010,ix_cqm_20101118
taqm_2010,ix_cqm_20101119
taqm_2010,ix_cqm_20101122
taqm_2010,ix_cqm_20101123
taqm_2010,ix_cqm_20101124
taqm_2010,ix_cqm_20101126
taqm_2010,ix_cqm_20101129
taqm_2010,ix_cqm_20101130
taqm_2010,ix_cqm_20101201
taqm_2010,ix_cqm_20101202
taqm_2010,ix_cqm_20101203
taqm_2010,ix_cqm_20101206
taqm_2010,ix_cqm_20101207
taqm_2010,ix_cqm_20101208
taqm_2010,ix_cqm_20101209
taqm_2010,ix_cqm_20101210
taqm_2010,ix_cqm_20101213
taqm_2010,ix_cqm_20101214
taqm_2010,ix_cqm_20101215
taqm_2010,ix_cqm_20101216
taqm_2010,ix_cqm_20101217
taqm_2010,ix_cqm_20101220
taqm_2010,ix_cqm_20101221
taqm_2010,ix_cqm_20101222
taqm_2010,ix_cqm_20101223
taqm_2010,ix_cqm_20101227
taqm_2010,ix_cqm_20101228
taqm_2010,ix_cqm_20101229
taqm_2010,ix_cqm_20101230
taqm_2010,ix_cqm_20101231
taqm_2010,ix_ctm_20100104
taqm_2010,ix_ctm_20100105
taqm_2010,ix_ctm_20100106
taqm_2010,ix_ctm_20100107
taqm_2010,ix_ctm_20100108
taqm_2010,ix_ctm_20100111
taqm_2010,ix_ctm_20100112
taqm_2010,ix_ctm_20100113
taqm_2010,ix_ctm_20100114
taqm_2010,ix_ctm_20100115
taqm_2010,ix_ctm_20100119
taqm_2010,ix_ctm_20100120
taqm_2010,ix_ctm_20100121
taqm_2010,ix_ctm_20100122
taqm_2010,ix_ctm_20100125
taqm_2010,ix_ctm_20100126
taqm_2010,ix_ctm_20100127
taqm_2010,ix_ctm_20100128
taqm_2010,ix_ctm_20100129
taqm_2010,ix_ctm_20100201
taqm_2010,ix_ctm_20100202
taqm_2010,ix_ctm_20100203
taqm_2010,ix_ctm_20100204
taqm_2010,ix_ctm_20100205
taqm_2010,ix_ctm_20100208
taqm_2010,ix_ctm_20100209
taqm_2010,ix_ctm_20100210
taqm_2010,ix_ctm_20100211
taqm_2010,ix_ctm_20100212
taqm_2010,ix_ctm_20100216
taqm_2010,ix_ctm_20100217
taqm_2010,ix_ctm_20100218
taqm_2010,ix_ctm_20100219
taqm_2010,ix_ctm_20100222
taqm_2010,ix_ctm_20100223
taqm_2010,ix_ctm_20100224
taqm_2010,ix_ctm_20100225
taqm_2010,ix_ctm_20100226
taqm_2010,ix_ctm_20100301
taqm_2010,ix_ctm_20100302
taqm_2010,ix_ctm_20100303
taqm_2010,ix_ctm_20100304
taqm_2010,ix_ctm_20100305
taqm_2010,ix_ctm_20100308
taqm_2010,ix_ctm_20100309
taqm_2010,ix_ctm_20100310
taqm_2010,ix_ctm_20100311
taqm_2010,ix_ctm_20100312
taqm_2010,ix_ctm_20100315
taqm_2010,ix_ctm_20100316
taqm_2010,ix_ctm_20100317
taqm_2010,ix_ctm_20100318
taqm_2010,ix_ctm_20100319
taqm_2010,ix_ctm_20100322
taqm_2010,ix_ctm_20100323
taqm_2010,ix_ctm_20100324
taqm_2010,ix_ctm_20100325
taqm_2010,ix_ctm_20100326
taqm_2010,ix_ctm_20100329
taqm_2010,ix_ctm_20100330
taqm_2010,ix_ctm_20100331
taqm_2010,ix_ctm_20100401
taqm_2010,ix_ctm_20100405
taqm_2010,ix_ctm_20100406
taqm_2010,ix_ctm_20100407
taqm_2010,ix_ctm_20100408
taqm_2010,ix_ctm_20100409
taqm_2010,ix_ctm_20100412
taqm_2010,ix_ctm_20100413
taqm_2010,ix_ctm_20100414
taqm_2010,ix_ctm_20100415
taqm_2010,ix_ctm_20100416
taqm_2010,ix_ctm_20100419
taqm_2010,ix_ctm_20100420
taqm_2010,ix_ctm_20100421
taqm_2010,ix_ctm_20100422
taqm_2010,ix_ctm_20100423
taqm_2010,ix_ctm_20100426
taqm_2010,ix_ctm_20100427
taqm_2010,ix_ctm_20100428
taqm_2010,ix_ctm_20100429
taqm_2010,ix_ctm_20100430
taqm_2010,ix_ctm_20100503
taqm_2010,ix_ctm_20100504
taqm_2010,ix_ctm_20100505
taqm_2010,ix_ctm_20100506
taqm_2010,ix_ctm_20100507
taqm_2010,ix_ctm_20100510
taqm_2010,ix_ctm_20100511
taqm_2010,ix_ctm_20100512
taqm_2010,ix_ctm_20100513
taqm_2010,ix_ctm_20100514
taqm_2010,ix_ctm_20100517
taqm_2010,ix_ctm_20100518
taqm_2010,ix_ctm_20100519
taqm_2010,ix_ctm_20100520
taqm_2010,ix_ctm_20100521
taqm_2010,ix_ctm_20100524
taqm_2010,ix_ctm_20100525
taqm_2010,ix_ctm_20100526
taqm_2010,ix_ctm_20100527
taqm_2010,ix_ctm_20100528
taqm_2010,ix_ctm_20100601
taqm_2010,ix_ctm_20100602
taqm_2010,ix_ctm_20100603
taqm_2010,ix_ctm_20100604
taqm_2010,ix_ctm_20100607
taqm_2010,ix_ctm_20100608
taqm_2010,ix_ctm_20100609
taqm_2010,ix_ctm_20100610
taqm_2010,ix_ctm_20100611
taqm_2010,ix_ctm_20100614
taqm_2010,ix_ctm_20100615
taqm_2010,ix_ctm_20100616
taqm_2010,ix_ctm_20100617
taqm_2010,ix_ctm_20100618
taqm_2010,ix_ctm_20100621
taqm_2010,ix_ctm_20100622
taqm_2010,ix_ctm_20100623
taqm_2010,ix_ctm_20100624
taqm_2010,ix_ctm_20100625
taqm_2010,ix_ctm_20100628
taqm_2010,ix_ctm_20100629
taqm_2010,ix_ctm_20100630
taqm_2010,ix_ctm_20100701
taqm_2010,ix_ctm_20100702
taqm_2010,ix_ctm_20100706
taqm_2010,ix_ctm_20100707
taqm_2010,ix_ctm_20100708
taqm_2010,ix_ctm_20100709
taqm_2010,ix_ctm_20100712
taqm_2010,ix_ctm_20100713
taqm_2010,ix_ctm_20100714
taqm_2010,ix_ctm_20100715
taqm_2010,ix_ctm_20100716
taqm_2010,ix_ctm_20100719
taqm_2010,ix_ctm_20100720
taqm_2010,ix_ctm_20100721
taqm_2010,ix_ctm_20100722
taqm_2010,ix_ctm_20100723
taqm_2010,ix_ctm_20100726
taqm_2010,ix_ctm_20100727
taqm_2010,ix_ctm_20100728
taqm_2010,ix_ctm_20100729
taqm_2010,ix_ctm_20100730
taqm_2010,ix_ctm_20100802
taqm_2010,ix_ctm_20100803
taqm_2010,ix_ctm_20100804
taqm_2010,ix_ctm_20100805
taqm_2010,ix_ctm_20100806
taqm_2010,ix_ctm_20100809
taqm_2010,ix_ctm_20100810
taqm_2010,ix_ctm_20100811
taqm_2010,ix_ctm_20100812
taqm_2010,ix_ctm_20100813
taqm_2010,ix_ctm_20100816
taqm_2010,ix_ctm_20100817
taqm_2010,ix_ctm_20100818
taqm_2010,ix_ctm_20100819
taqm_2010,ix_ctm_20100820
taqm_2010,ix_ctm_20100823
taqm_2010,ix_ctm_20100824
taqm_2010,ix_ctm_20100825
taqm_2010,ix_ctm_20100826
taqm_2010,ix_ctm_20100827
taqm_2010,ix_ctm_20100830
taqm_2010,ix_ctm_20100831
taqm_2010,ix_ctm_20100901
taqm_2010,ix_ctm_20100902
taqm_2010,ix_ctm_20100903
taqm_2010,ix_ctm_20100907
taqm_2010,ix_ctm_20100908
taqm_2010,ix_ctm_20100909
taqm_2010,ix_ctm_20100910
taqm_2010,ix_ctm_20100913
taqm_2010,ix_ctm_20100914
taqm_2010,ix_ctm_20100915
taqm_2010,ix_ctm_20100916
taqm_2010,ix_ctm_20100917
taqm_2010,ix_ctm_20100920
taqm_2010,ix_ctm_20100921
taqm_2010,ix_ctm_20100922
taqm_2010,ix_ctm_20100923
taqm_2010,ix_ctm_20100924
taqm_2010,ix_ctm_20100927
taqm_2010,ix_ctm_20100928
taqm_2010,ix_ctm_20100929
taqm_2010,ix_ctm_20100930
taqm_2010,ix_ctm_20101001
taqm_2010,ix_ctm_20101004
taqm_2010,ix_ctm_20101005
taqm_2010,ix_ctm_20101006
taqm_2010,ix_ctm_20101007
taqm_2010,ix_ctm_20101008
taqm_2010,ix_ctm_20101011
taqm_2010,ix_ctm_20101012
taqm_2010,ix_ctm_20101013
taqm_2010,ix_ctm_20101014
taqm_2010,ix_ctm_20101015
taqm_2010,ix_ctm_20101018
taqm_2010,ix_ctm_20101019
taqm_2010,ix_ctm_20101020
taqm_2010,ix_ctm_20101021
taqm_2010,ix_ctm_20101022
taqm_2010,ix_ctm_20101025
taqm_2010,ix_ctm_20101026
taqm_2010,ix_ctm_20101027
taqm_2010,ix_ctm_20101028
taqm_2010,ix_ctm_20101029
taqm_2010,ix_ctm_20101101
taqm_2010,ix_ctm_20101102
taqm_2010,ix_ctm_20101103
taqm_2010,ix_ctm_20101104
taqm_2010,ix_ctm_20101105
taqm_2010,ix_ctm_20101108
taqm_2010,ix_ctm_20101109
taqm_2010,ix_ctm_20101110
taqm_2010,ix_ctm_20101111
taqm_2010,ix_ctm_20101112
taqm_2010,ix_ctm_20101115
taqm_2010,ix_ctm_20101116
taqm_2010,ix_ctm_20101117
taqm_2010,ix_ctm_20101118
taqm_2010,ix_ctm_20101119
taqm_2010,ix_ctm_20101122
taqm_2010,ix_ctm_20101123
taqm_2010,ix_ctm_20101124
taqm_2010,ix_ctm_20101126
taqm_2010,ix_ctm_20101129
taqm_2010,ix_ctm_20101130
taqm_2010,ix_ctm_20101201
taqm_2010,ix_ctm_20101202
taqm_2010,ix_ctm_20101203
taqm_2010,ix_ctm_20101206
taqm_2010,ix_ctm_20101207
taqm_2010,ix_ctm_20101208
taqm_2010,ix_ctm_20101209
taqm_2010,ix_ctm_20101210
taqm_2010,ix_ctm_20101213
taqm_2010,ix_ctm_20101214
taqm_2010,ix_ctm_20101215
taqm_2010,ix_ctm_20101216
taqm_2010,ix_ctm_20101217
taqm_2010,ix_ctm_20101220
taqm_2010,ix_ctm_20101221
taqm_2010,ix_ctm_20101222
taqm_2010,ix_ctm_20101223
taqm_2010,ix_ctm_20101227
taqm_2010,ix_ctm_20101228
taqm_2010,ix_ctm_20101229
taqm_2010,ix_ctm_20101230
taqm_2010,ix_ctm_20101231
taqm_2010,ix_nbbom_20100104
taqm_2010,ix_nbbom_20100105
taqm_2010,ix_nbbom_20100106
taqm_2010,ix_nbbom_20100107
taqm_2010,ix_nbbom_20100108
taqm_2010,ix_nbbom_20100111
taqm_2010,ix_nbbom_20100112
taqm_2010,ix_nbbom_20100113
taqm_2010,ix_nbbom_20100114
taqm_2010,ix_nbbom_20100115
taqm_2010,ix_nbbom_20100119
taqm_2010,ix_nbbom_20100120
taqm_2010,ix_nbbom_20100121
taqm_2010,ix_nbbom_20100122
taqm_2010,ix_nbbom_20100125
taqm_2010,ix_nbbom_20100126
taqm_2010,ix_nbbom_20100127
taqm_2010,ix_nbbom_20100128
taqm_2010,ix_nbbom_20100129
taqm_2010,ix_nbbom_20100201
taqm_2010,ix_nbbom_20100202
taqm_2010,ix_nbbom_20100203
taqm_2010,ix_nbbom_20100204
taqm_2010,ix_nbbom_20100205
taqm_2010,ix_nbbom_20100208
taqm_2010,ix_nbbom_20100209
taqm_2010,ix_nbbom_20100210
taqm_2010,ix_nbbom_20100211
taqm_2010,ix_nbbom_20100212
taqm_2010,ix_nbbom_20100216
taqm_2010,ix_nbbom_20100217
taqm_2010,ix_nbbom_20100218
taqm_2010,ix_nbbom_20100219
taqm_2010,ix_nbbom_20100222
taqm_2010,ix_nbbom_20100223
taqm_2010,ix_nbbom_20100224
taqm_2010,ix_nbbom_20100225
taqm_2010,ix_nbbom_20100226
taqm_2010,ix_nbbom_20100301
taqm_2010,ix_nbbom_20100302
taqm_2010,ix_nbbom_20100303
taqm_2010,ix_nbbom_20100304
taqm_2010,ix_nbbom_20100305
taqm_2010,ix_nbbom_20100308
taqm_2010,ix_nbbom_20100309
taqm_2010,ix_nbbom_20100310
taqm_2010,ix_nbbom_20100311
taqm_2010,ix_nbbom_20100312
taqm_2010,ix_nbbom_20100315
taqm_2010,ix_nbbom_20100316
taqm_2010,ix_nbbom_20100317
taqm_2010,ix_nbbom_20100318
taqm_2010,ix_nbbom_20100319
taqm_2010,ix_nbbom_20100322
taqm_2010,ix_nbbom_20100323
taqm_2010,ix_nbbom_20100324
taqm_2010,ix_nbbom_20100325
taqm_2010,ix_nbbom_20100326
taqm_2010,ix_nbbom_20100329
taqm_2010,ix_nbbom_20100330
taqm_2010,ix_nbbom_20100331
taqm_2010,ix_nbbom_20100401
taqm_2010,ix_nbbom_20100405
taqm_2010,ix_nbbom_20100406
taqm_2010,ix_nbbom_20100407
taqm_2010,ix_nbbom_20100408
taqm_2010,ix_nbbom_20100409
taqm_2010,ix_nbbom_20100412
taqm_2010,ix_nbbom_20100413
taqm_2010,ix_nbbom_20100414
taqm_2010,ix_nbbom_20100415
taqm_2010,ix_nbbom_20100416
taqm_2010,ix_nbbom_20100419
taqm_2010,ix_nbbom_20100420
taqm_2010,ix_nbbom_20100421
taqm_2010,ix_nbbom_20100422
taqm_2010,ix_nbbom_20100423
taqm_2010,ix_nbbom_20100426
taqm_2010,ix_nbbom_20100427
taqm_2010,ix_nbbom_20100428
taqm_2010,ix_nbbom_20100429
taqm_2010,ix_nbbom_20100430
taqm_2010,ix_nbbom_20100503
taqm_2010,ix_nbbom_20100504
taqm_2010,ix_nbbom_20100505
taqm_2010,ix_nbbom_20100506
taqm_2010,ix_nbbom_20100507
taqm_2010,ix_nbbom_20100510
taqm_2010,ix_nbbom_20100511
taqm_2010,ix_nbbom_20100512
taqm_2010,ix_nbbom_20100513
taqm_2010,ix_nbbom_20100514
taqm_2010,ix_nbbom_20100517
taqm_2010,ix_nbbom_20100518
taqm_2010,ix_nbbom_20100519
taqm_2010,ix_nbbom_20100520
taqm_2010,ix_nbbom_20100521
taqm_2010,ix_nbbom_20100524
taqm_2010,ix_nbbom_20100525
taqm_2010,ix_nbbom_20100526
taqm_2010,ix_nbbom_20100527
taqm_2010,ix_nbbom_20100528
taqm_2010,ix_nbbom_20100601
taqm_2010,ix_nbbom_20100602
taqm_2010,ix_nbbom_20100603
taqm_2010,ix_nbbom_20100604
taqm_2010,ix_nbbom_20100607
taqm_2010,ix_nbbom_20100608
taqm_2010,ix_nbbom_20100609
taqm_2010,ix_nbbom_20100610
taqm_2010,ix_nbbom_20100611
taqm_2010,ix_nbbom_20100614
taqm_2010,ix_nbbom_20100615
taqm_2010,ix_nbbom_20100616
taqm_2010,ix_nbbom_20100617
taqm_2010,ix_nbbom_20100618
taqm_2010,ix_nbbom_20100621
taqm_2010,ix_nbbom_20100622
taqm_2010,ix_nbbom_20100623
taqm_2010,ix_nbbom_20100624
taqm_2010,ix_nbbom_20100625
taqm_2010,ix_nbbom_20100628
taqm_2010,ix_nbbom_20100629
taqm_2010,ix_nbbom_20100630
taqm_2010,ix_nbbom_20100701
taqm_2010,ix_nbbom_20100702
